t,SNR
0,-3.62851138110517
0.005,-2.87870217180043
0.01,-4.09921286832142
0.015,1.60888812599435
0.02,-3.88301253373581
0.025,1.40815416599744
0.03,0.482337076866457
0.035,1.36384851992069
0.04,0.264943509198432
0.045,4.15584172722419
0.05,3.32499723399272
0.055,4.19798792868743
0.06,3.17418187940061
0.065,4.05363864556804
0.07,3.61003297146631
0.075,3.88736817142446
0.08,5.74300315911252
0.085,3.93520260554958
0.09,5.75558332846821
0.095,5.77090870763622
0.1,5.64188431334502
0.105,5.805247440694
0.11,5.68089855842626
0.115,6.92105905674958
0.12,5.22055275819653
0.125,6.87957695992388
0.13,7.18515209696913
0.135,6.9026132774888
0.14,7.32694905657513
0.145,6.98381814213448
0.15,7.0299140806176
0.155,7.97893116029509
0.16,6.94315354462584
0.165,8.09058979845896
0.17,8.38160394037268
0.175,8.78909111621024
0.18,8.55372977975054
0.185,7.75684456980444
0.19,7.9173977750613
0.195,8.34895753658368
0.2,8.50663907393712
0.205,8.64067948954145
0.21,8.33821124606487
0.215,7.65821073772065
0.22,8.38537969333707
0.225,8.43396307771738
0.23,7.65057901179769
0.235,8.97680561542764
0.24,8.70640388996364
0.245,7.99243387940062
0.25,8.04984360279798
0.255,8.54069607520108
0.26,8.05099352464005
0.265,7.71006632151725
0.27,8.5961927017938
0.275,8.48934291192376
0.28,8.11579962265068
0.285,8.34162102164106
0.29,7.53970251107826
0.295,7.20462743774989
0.3,8.29968046561832
0.305,6.8904414783578
0.31,9.90406391728425
0.315,8.24445357374609
0.32,8.46090598028299
0.325,7.98859503493978
0.33,7.07525562293348
0.335,6.99892916887693
0.34,4.84262163021637
0.345,7.0038087305758
0.35,6.87040590555276
0.355,6.30860570485098
0.36,7.23791258435476
0.365,4.90534676843363
0.37,5.43280931670076
0.375,5.92550663120716
0.38,5.38124450994175
0.385,5.43663309532246
0.39,3.16017004251293
0.395,3.96018275189967
0.4,3.48566388771798
0.405,1.34287448159961
0.41,2.21426989632903
0.415,-0.417705859394871
0.42,3.93706723260371
0.425,0.934302095276678
0.43,1.56956479645496
0.435,-2.11054881520246
0.44,2.2788273407252
0.445,1.2336803877312
0.45,-1.18999429197599
0.455,0.376097935298958
0.46,-4.66281293006611
0.465,-2.64610065971613
0.47,-5.40977232346862
0.475,-3.96773279463574
0.48,-7.63988327768129
0.485,-13.9050019400644
0.49,-15.4420115584703
0.495,-30.5544656821306
0.5,-11.398192502833
0.505,-12.4734995272262
0.51,-7.82178040950569
0.515,-0.930328187591201
0.52,-5.39950142515877
0.525,-5.27008295667214
0.53,-7.5071312666803
0.535,-9.3866641529886
0.54,-1.22518336578601
0.545,-8.02357715951811
0.55,-2.01635084645621
0.555,-1.18935518575013
0.56,-0.747345915723855
0.565,2.84477428468954
0.57,3.08703100316131
0.575,2.16672957124452
0.58,3.54523448072848
