t,SNR
0,22.3998465983404
0.005,22.32476674727
0.01,21.8302735161955
0.015,21.1288150476085
0.02,20.1159870567621
0.025,18.9270678858261
0.03,18.1444509767108
0.035,18.1395019186279
0.04,18.9195499749184
0.045,20.115101270589
0.05,21.0708848288883
0.055,21.9057449744718
0.06,22.3526275404586
0.065,22.4722043014617
0.07,22.282404274302
0.075,21.7653417377017
0.08,20.9442096542197
0.085,19.9842466642874
0.09,18.9236769163849
0.095,18.2456445201958
0.1,18.3211277798796
0.105,19.1112483789039
0.11,20.1157069609871
0.115,21.1393773294578
0.12,21.919388908843
0.125,22.3659332103932
0.13,22.535217454837
0.135,22.4254922514491
0.14,22.0386441814637
0.145,21.3222328692792
0.15,20.434500263143
0.155,19.4520433678984
0.16,18.6357206180984
0.165,18.3437941961001
0.17,18.7459134926955
0.175,19.5385639697456
0.18,20.5282553588745
0.185,21.4751659760812
0.19,22.073380598782
0.195,22.4509142007738
0.2,22.5992024152636
0.205,22.47248585328
0.21,22.0735726166391
0.215,21.4807337790032
0.22,20.7046104180452
0.225,19.8269990915214
0.23,18.9563549406237
0.235,18.520946839599
0.24,18.6424746153765
0.245,19.3336710512241
0.25,20.1239988818189
0.255,20.990467448573
0.26,21.7221328457065
0.265,22.2950252148181
0.27,22.5722412503701
0.275,22.6599876709655
0.28,22.5183678053455
0.285,22.1521114055969
0.29,21.6337591451532
0.295,20.8882496231538
0.3,20.1135723044709
0.305,19.2936066550465
0.31,18.8433563969445
0.315,18.2751057114591
0.32,18.6661011444039
0.325,19.1378926286137
0.33,20.5408335729249
0.335,22.0873760572373
0.34,22.7315374487565
0.345,23.2478304465134
0.35,22.7835619616694
0.355,22.1983851787926
0.36,21.3937508746353
0.365,21.552004682307
0.37,22.0208800843437
0.375,22.2489143600507
0.38,21.8409602408598
0.385,21.5983067910488
0.39,19.801718602114
0.395,19.0196365325913
0.4,18.7619943540755
0.405,19.6326244460217
0.41,19.6460822692603
0.415,20.2570609799109
0.42,20.3891286817706
0.425,21.1670596076192
0.43,21.8042221719665
0.435,22.7996157833172
0.44,23.6296985413359
0.445,23.4689668355285
0.45,23.294843792095
0.455,22.6193254940152
0.46,21.8968877707024
0.465,21.0664670995721
0.47,20.8674392044367
0.475,20.6967501637421
0.48,20.4916297418
0.485,20.3389490689501
0.49,20.1606682188576
0.495,19.4319983479611
0.5,19.2293961849494
0.505,19.8239433722586
0.51,20.482558131815
0.515,20.795142650877
0.52,21.3470284090194
0.525,21.4132408324171
0.53,21.2621230353723
0.535,21.8004762712621
0.54,22.2332253458476
0.545,22.8841682682855
0.55,23.3572856454216
0.555,23.3409528331344
0.56,23.5714858339967
0.565,22.8464715970977
0.57,22.3472045313275
0.575,21.6481504544952
0.58,21.3260121482376
0.585,21.2053141399876
0.59,20.9310810441426
0.595,20.7582349291135
0.6,20.2802867801122
0.605,20.3397049933894
0.61,19.8469513285609
0.615,19.430333661334
0.62,19.5705672054958
0.625,19.5722122227878
0.63,19.8381901273479
0.635,19.7669630953586
0.64,19.9823402442495
0.645,20.3511821084776
0.65,20.9936917020533
0.655,21.540021666903
0.66,21.9300274908026
0.665,22.122630277122
0.67,22.3859543521859
0.675,22.5271883632296
