t,SNR
0,25.3683236673217
0.005,30.9698827107772
0.01,29.1944117732442
0.015,26.4516278597312
0.02,28.8471985822275
0.025,29.6580876608138
0.03,29.0196972625162
0.035,31.7814750813879
0.04,29.2916117164573
0.045,28.6128716359793
0.05,29.4326537850854
0.055,29.2366192707475
0.06,28.5875356129213
0.065,30.1766256208273
0.07,29.6601833621463
0.075,25.404390721292
0.08,28.396637780233
0.085,23.8350230323439
0.09,27.7104869451893
0.095,28.6002186573457
0.1,26.2178658780826
0.105,27.6065671097348
0.11,29.7244623996172
0.115,27.5632715157742
0.12,27.4361472109146
0.125,26.9691348709137
0.13,26.5008961006262
0.135,27.526404763793
0.14,29.9443778742739
0.145,25.8754395195027
0.15,28.1336232952453
0.155,29.8808686443783
0.16,27.7383174027561
0.165,29.2370276100901
0.17,26.3598649845844
0.175,28.0314297586513
0.18,28.7680586660919
0.185,28.2831965936824
0.19,30.047135302282
0.195,31.1525540316364
0.2,27.3687859673162
0.205,29.1313062564159
0.21,26.8016969739919
0.215,27.3386601433086
0.22,26.3853189669161
0.225,29.1682698084521
0.23,28.8372048074753
0.235,27.689459295685
0.24,30.6344527603125
0.245,26.1510849381934
0.25,28.7696534940641
0.255,30.1031474183631
0.26,29.4497831193395
0.265,32.6327165413048
0.27,26.5574833875622
0.275,29.5407538409503
0.28,28.1199734102199
0.285,26.5900717261484
0.29,29.9633681127034
0.295,25.8517948022962
0.3,28.4406522170692
0.305,30.3155386719681
0.31,26.090693864681
0.315,29.7533361806073
0.32,26.9502073902563
0.325,28.7531770830923
0.33,29.3628144693988
0.335,29.2464905290339
0.34,28.3208829617074
0.345,26.7892792524186
0.35,27.4383783023883
0.355,27.2641627793223
0.36,28.3676917547073
0.365,27.7799026128307
0.37,28.2360602871351
0.375,29.105562031337
0.38,29.926114050594
0.385,31.1616444256829
0.39,31.9519092172152
0.395,27.6230332672812
0.4,29.9939741462948
0.405,31.1258041592421
0.41,29.8392998499939
0.415,29.084834348844
0.42,25.2708433976134
0.425,28.1834138100017
0.43,24.847553501778
0.435,29.0941985146705
0.44,28.3419116969419
0.445,28.310947208692
0.45,31.3451823563869
0.455,28.3858622225573
0.46,30.8247611534533
0.465,29.3117521746576
0.47,26.2192475582196
0.475,28.8474903212487
0.48,29.2842965991145
0.485,28.2626154200179
0.49,30.892585611472
0.495,26.7252184548768
0.5,30.1025355341223
0.505,27.667426289629
0.51,31.4427548320145
0.515,28.1455414185179
0.52,29.2654279351934
0.525,28.4403612212721
0.53,25.9563868225108
0.535,27.6517093395532
0.54,28.1974692588598
0.545,30.0584430245497
0.55,29.1223591329196
0.555,27.5953446668186
0.56,31.187233784955
0.565,27.1226498779584
0.57,28.6920586661823
0.575,32.6167173757969
0.58,23.9371132676442
0.585,29.6304065298282
0.59,29.3950334430594
0.595,26.6453619947505
0.6,30.2639795206912
0.605,26.7018339855027
0.61,26.8956295393253
0.615,27.7462321874532
0.62,29.259200225989
0.625,28.5681580686582
0.63,28.3555750362449
0.635,30.3985399050502
0.64,28.902411455388
0.645,30.0888410250164
0.65,32.136734905613
0.655,25.9643548079185
0.66,30.6806041976896
0.665,28.0195706436803
0.67,27.3782933319509
0.675,28.6057125699008
0.68,25.8705739514011
0.685,30.2601419123316
0.69,27.6212681533005
0.695,28.7463025529205
0.7,30.7595165576935
0.705,28.4797504660662
0.71,29.9975113187503
0.715,27.5054411556246
0.72,26.0505784855266
0.725,27.760071518996
0.73,26.0703141499219
0.735,31.25924223379
0.74,24.1606609025811
0.745,27.7902737556412
0.75,30.8071930151032
0.755,27.0681551245746
0.76,30.8003129948353
0.765,30.0852302346543
0.77,31.9125693573777
0.775,31.9205682468328
0.78,27.5104459344184
0.785,27.5056316948429
0.79,28.7572550296877
0.795,27.9211194850161
0.8,26.6246202350112
0.805,25.9038022707174
0.81,32.7006626029435
0.815,27.7104042188459
0.82,30.8721116909654
0.825,30.9168870830537
0.83,29.391382001933
0.835,29.2988351370476
0.84,29.0610042368837
0.845,28.3946913176598
0.85,29.7489463574867
0.855,26.4412888046135
0.86,30.221309384629
0.865,27.0377636636101
0.87,29.9251340207135
0.875,27.8755291214705
0.88,35.1571829525889
0.885,31.7609440751902
0.89,30.9105486250354
0.895,30.3251131903705
0.9,28.5224768483081
0.905,28.1441267626507
0.91,30.791283606962
0.915,26.2919760995503
0.92,31.1988949621521
0.925,29.4483722719662
0.93,27.6098469041429
0.935,30.6929982981643
0.94,29.111254871713
0.945,28.9734537714529
0.95,31.1689716822487
0.955,29.0063701967046
0.96,30.260518225204
0.965,23.704341245188
0.97,30.5973204575078
0.975,29.0100009974524
0.98,27.9214973556135
0.985,30.3538714764727
0.99,25.3187772180786
0.995,29.7806282218027
1,28.8832087229981
1.005,29.0448414558274
1.01,30.468275161687
1.015,27.8670410946771
1.02,29.907439507072
1.025,27.1684639172559
1.03,29.6931173361034
1.035,27.5461869447836
1.04,30.1775213562643
1.045,29.6287133565109
1.05,27.3248399082339
1.055,30.4998133261834
1.06,31.9316285929214
1.065,30.6658552823569
1.07,27.7091577199864
1.075,27.3799811642358
1.08,27.2307529228911
1.085,29.7394201429669
1.09,30.5518032524303
1.095,36.9249264740599
1.1,29.5259163311958
1.105,30.3231846999955
1.11,28.7232552119741
1.115,27.2173399901635
1.12,30.9713632434315
1.125,25.3929678509638
1.13,32.7107957365496
1.135,29.2269567104168
1.14,29.2565384668347
1.145,27.7746483099356
1.15,28.0716335727907
1.155,28.2116352704156
1.16,29.9307275759321
1.165,27.435963061757
1.17,29.2757658517918
1.175,29.4421539202777
1.18,30.0067003799407
1.185,29.7044354915532
1.19,29.7720122572421
1.195,28.5023176372214
1.2,28.4916824674048
1.205,32.568535127583
1.21,32.7897376625607
1.215,29.6857288333842
1.22,30.729846893902
1.225,25.9978855791823
1.23,29.6963512792205
1.235,29.06748647165
1.24,29.3554896168685
1.245,29.8338227078712
1.25,26.0323090572355
1.255,31.4671671132362
1.26,30.0899828620075
1.265,31.378917428188
1.27,28.5589293683509
1.275,28.7014265785772
1.28,30.7070037085185
1.285,29.4937088793501
1.29,29.868600386797
1.295,25.4760351613485
1.3,30.7409989772595
1.305,30.9929798949799
1.31,25.4452181070331
1.315,29.7974092196607
1.32,30.1620517087226
1.325,30.3887767228605
1.33,27.1665983738958
1.335,27.6776080288358
1.34,30.768445262391
1.345,30.2517601144651
1.35,29.3107569768213
1.355,29.3180972062953
1.36,31.6856134328804
1.365,29.8590272574403
1.37,32.0494146292622
1.375,33.357358997703
1.38,30.0447888589624
1.385,28.9179971384503
1.39,29.9713509418103
1.395,31.8990816669237
1.4,30.6014781755015
1.405,30.6885848518984
1.41,26.2863880728838
1.415,29.4472657162986
1.42,32.1403489133347
1.425,30.4927421760983
1.43,28.4556875156264
1.435,27.8402395301835
1.44,30.8511593955176
1.445,28.6110098622225
1.45,30.0152841294662
1.455,30.9160080763392
1.46,28.3272481543936
1.465,29.8102958280427
1.47,29.2771725315404
1.475,30.1165491730721
1.48,31.2482055390996
1.485,27.6686187021942
1.49,30.6940712985473
1.495,28.7472166002284
1.5,28.4978632945107
1.505,31.499411468398
1.51,28.7148697146462
1.515,30.4246242335254
1.52,29.5593422295029
1.525,28.9445610270795
1.53,30.3536203565859
1.535,32.5294966496338
1.54,29.4613810069769
1.545,30.140620525316
1.55,31.2460414971022
1.555,33.2600136678685
1.56,30.5913309708837
1.565,33.1712961319995
1.57,30.5973896546057
1.575,28.5607040130519
1.58,32.5497616297336
1.585,30.0240579219887
1.59,31.0030340563016
1.595,27.8443428847871
1.6,29.9780233996216
1.605,31.486803760017
1.61,27.1977224610726
1.615,30.3607264032312
1.62,30.2761921578788
1.625,30.8409294049702
1.63,30.6806098818478
1.635,31.2998187319899
1.64,33.0651418878717
1.645,29.7528155619373
1.65,28.2174415377056
1.655,30.1345550387678
1.66,29.584934270926
1.665,29.0062027445046
1.67,28.0453986847096
1.675,30.6508017387868
1.68,28.6528106748353
1.685,28.5445333717212
1.69,31.6148449778585
1.695,28.417567911273
1.7,31.2508900939567
1.705,30.1696417580985
1.71,29.702108479231
1.715,29.8561318510568
1.72,31.4852083397111
1.725,32.8119481689864
1.73,31.448738988853
1.735,32.7283097204157
1.74,30.8514365237305
1.745,27.7606663063329
1.75,29.6731883527065
1.755,30.988836589218
1.76,29.7444111541588
1.765,32.4601108969209
1.77,29.7582422028078
1.775,30.4245130824153
1.78,29.9179422609068
1.785,30.4878265270043
1.79,30.7009059244582
1.795,29.2590454514302
1.8,31.2344818366614
1.805,30.5677740862666
1.81,29.886473664487
1.815,32.5670504657739
1.82,30.8902254228365
1.825,30.5632279428167
1.83,29.5135358055273
1.835,28.4647909450199
1.84,31.2311503335716
1.845,30.187803174722
1.85,32.1041692359722
1.855,31.3762816486735
1.86,29.5479877755615
1.865,30.9220633997068
1.87,29.642185082655
1.875,31.7367446072761
1.88,28.9710785494415
1.885,29.2423813975803
1.89,29.3099176285405
1.895,29.2326627178644
1.9,29.1505849176235
1.905,29.1960193731654
1.91,32.3936056845582
1.915,30.3124092676456
1.92,32.2445687608708
1.925,32.7279698426086
1.93,28.4151473364486
1.935,29.8072988393282
1.94,30.1627697392051
1.945,28.0858938312878
1.95,30.742226813805
1.955,31.7505793103343
1.96,28.4276942852289
1.965,31.1453904714207
1.97,29.7423540555897
1.975,32.9231626654288
1.98,30.0944107652069
1.985,28.8709457560059
1.99,28.0767572792277
1.995,29.4573446045253
2,34.7516817699541
2.005,30.8804192097581
2.01,32.0681228084244
2.015,30.1969860741517
2.02,29.6491914979108
2.025,32.3804723825594
2.03,29.0913181343102
2.035,31.3555999710431
2.04,30.9352615419391
2.045,30.5260821688587
2.05,30.1789962025022
2.055,29.7387228548659
2.06,31.7199203371866
2.065,30.4801541808735
2.07,31.4752046143542
2.075,30.736643534023
2.08,28.8628514200011
2.085,33.9506956105529
2.09,31.7045592423636
2.095,33.2193620681611
2.1,30.6041854573749
2.105,29.3831744260211
2.11,30.9385170272319
2.115,28.5681837124062
2.12,31.7353006882056
2.125,32.9714127213519
